Invoice_Number,Invoice_Date,Due_Date,Posting_Date,Vendor_ID,Vendor_Country,Vendor_Payment_Terms,Vendor_Risk_Score,Invoice_Amount,Tax_Amount,Tax_Code,Tax_Rate,Payment_Method,Number_of_Approvals,Approval_Time_Days,Payment_Status,Three_Way_Match,PO_Amount_vs_Invoice_Diff,Goods_Receipt_vs_Invoice_Diff,Historical_Non_Compliance,Non_Compliant
101477,2028-01-17,2028-01-31,2028-01-21,1288,USA,Net 45,9,24789.37,818.22,A1,18,Cash,4,16,Overdue,Match,-16.53,-1,0,0
101478,2028-01-18,2028-02-01,2028-01-22,1477,India,Net 60,5,22211.27,3507.08,D4,12,Cash,4,6,Pending,Mismatch,189.48,-7,0,0
101479,2028-01-19,2028-02-02,2028-01-23,1230,India,Net 45,4,38135.43,4634.77,C3,28,ACH,1,2,Paid,Match,451.55,1,0,0
101480,2028-01-20,2028-02-03,2028-01-24,1922,India,Net 60,2,21306.5,1883.13,C3,12,ACH,2,16,Pending,Match,-387.8,-5,0,0
101481,2028-01-21,2028-02-04,2028-01-25,1419,India,Net 30,2,47205.88,1215.51,B2,28,ACH,4,19,Pending,Match,333.53,2,0,0
101482,2028-01-22,2028-02-05,2028-01-26,1156,Germany,Net 30,5,45175.43,2778.79,B2,18,Cash,4,5,Pending,Match,84.02,-10,0,0
101483,2028-01-23,2028-02-06,2028-01-27,1549,China,Net 60,7,43671.98,3982.97,B2,12,Wire,2,4,Overdue,Mismatch,-353.83,-3,1,0
101484,2028-01-24,2028-02-07,2028-01-28,1440,UK,Net 45,9,4027.29,28.8,B2,28,Credit Card,3,14,Paid,Match,-202.85,5,0,0
101485,2028-01-25,2028-02-08,2028-01-29,1096,India,Net 60,7,42785.77,3160.57,C3,18,Cash,1,27,Overdue,Match,-17.64,-6,0,0
101486,2028-01-26,2028-02-09,2028-01-30,1996,India,Net 45,5,39190.95,2986.61,B2,28,Wire,3,6,Pending,Match,191.18,-4,0,0
101487,2028-01-27,2028-02-10,2028-01-31,1410,India,Net 30,6,5623.89,1597.58,D4,5,Wire,4,8,Paid,Match,-257.39,-8,0,0
101488,2028-01-28,2028-02-11,2028-02-01,1950,China,Net 45,3,5817.01,2262.6,A1,5,Cash,1,24,Overdue,Match,34.88,-9,0,0
101489,2028-01-29,2028-02-12,2028-02-02,1288,USA,Net 60,5,5507.61,1242.35,C3,18,Credit Card,3,3,Pending,Match,184.67,-9,0,0
101490,2028-01-30,2028-02-13,2028-02-03,1253,USA,Net 60,8,1060.96,3951.53,B2,28,Wire,2,4,Paid,Match,-51.26,9,0,0
101491,2028-01-31,2028-02-14,2028-02-04,1195,Germany,Net 30,1,27657.4,3176.33,C3,5,Cash,4,1,Paid,Mismatch,363.03,-1,0,0
101492,2028-02-01,2028-02-15,2028-02-05,1597,USA,Net 45,1,48683.02,2668.23,B2,12,Credit Card,1,2,Pending,Match,369.46,9,0,0
101493,2028-02-02,2028-02-16,2028-02-06,1833,India,Net 45,7,22214.89,1968.71,C3,28,ACH,1,13,Paid,Mismatch,-29.31,-2,0,0
101494,2028-02-03,2028-02-17,2028-02-07,1521,India,Net 45,5,27267.5,1464.01,B2,28,Wire,1,9,Paid,Match,472.93,7,0,0
101495,2028-02-04,2028-02-18,2028-02-08,1516,India,Net 30,5,48414.5,4115.46,A1,5,Wire,1,12,Overdue,Match,-424.41,-5,0,0
101496,2028-02-05,2028-02-19,2028-02-09,1634,Germany,Net 45,1,13131.52,2262.52,B2,5,Cash,4,10,Paid,Mismatch,-496.64,9,0,0
101497,2028-02-06,2028-02-20,2028-02-10,1841,India,Net 60,9,42994.28,2512.22,X99,18,Cash,4,84,Overdue,Mismatch,9242.68,-5,1,1
101498,2028-02-07,2028-02-21,2028-02-11,1864,USA,Net 45,1,27546.33,2608.94,C3,28,Credit Card,2,18,Overdue,Match,101.1,-1,0,0
101499,2028-02-08,2028-02-22,2028-02-12,1117,China,Net 30,5,28689.09,2247.35,C3,12,ACH,2,12,Overdue,Match,129.2,-2,0,0
101500,2028-02-09,2028-02-23,2028-02-13,1805,China,Net 45,9,17487.11,1287.88,D4,5,ACH,2,22,Overdue,Match,-23.55,-2,0,0
101501,2028-02-10,2028-02-24,2028-02-14,1908,UK,Net 45,4,28298.43,610.5,D4,28,Cash,3,16,Paid,Match,-375.12,-8,0,0
101502,2028-02-11,2028-02-25,2028-02-15,1158,USA,Net 60,8,4120.55,501.7,A1,5,Cash,2,23,Paid,Match,-329.5,1,0,0
101503,2028-02-12,2028-02-26,2028-02-16,1814,India,Net 45,6,38349.86,3789.74,C3,18,Credit Card,4,6,Overdue,Match,352.15,0,0,0
101504,2028-02-13,2028-02-27,2028-02-17,1227,China,Net 60,3,14592.04,1125.4,A1,28,Cash,3,24,Paid,Match,367.91,3,0,0
101505,2028-02-14,2028-02-28,2028-02-18,1876,USA,Net 60,4,44436.61,287.81,C3,28,Credit Card,4,25,Overdue,Match,173.9,8,1,0
101506,2028-02-15,2028-02-29,2028-02-19,1215,China,Net 30,2,18708.61,3989.61,C3,18,Credit Card,3,24,Overdue,Match,164.22,-1,0,0
101507,2028-02-16,2028-03-01,2028-02-20,1947,India,Net 60,1,7569.79,778.77,A1,12,ACH,2,21,Overdue,Match,97.68,8,0,0
101508,2028-02-17,2028-03-02,2028-02-21,1695,China,Net 60,8,34946.14,3129.48,C3,5,Credit Card,2,24,Pending,Match,-297.07,-6,0,0
101509,2028-02-18,2028-03-03,2028-02-22,1014,UK,Net 30,1,8646.62,1699.83,C3,18,ACH,2,10,Paid,Match,-71.75,-2,0,0
101510,2028-02-19,2028-03-04,2028-02-23,1156,UK,Net 60,1,37807.19,641.14,A1,28,ACH,3,15,Paid,Match,195.89,-10,0,0
101511,2028-02-20,2028-03-05,2028-02-24,1647,China,Net 30,4,48421.56,2078.26,B2,18,ACH,4,26,Overdue,Match,37.25,4,0,0
101512,2028-02-21,2028-03-06,2028-02-25,1260,USA,Net 45,6,39087.87,83.9,A1,28,Cash,1,9,Paid,Match,-481.42,-7,0,0
101513,2028-02-22,2028-03-07,2028-02-26,1156,USA,Net 30,9,1611.24,4206.81,C3,18,ACH,4,24,Overdue,Match,453.56,-4,0,0
101514,2028-02-23,2028-03-08,2028-02-27,1046,USA,Net 60,1,30194.35,2572.35,X99,12,Credit Card,2,49,Paid,Mismatch,7281.18,-5,1,1
101515,2028-02-24,2028-03-09,2028-02-28,1323,China,Net 30,7,34922.83,704.41,B2,28,Cash,3,18,Overdue,Match,-239.45,4,0,0
101516,2028-02-25,2028-03-10,2028-02-29,1843,USA,Net 60,5,41360.19,1192.53,D4,18,Credit Card,3,12,Overdue,Match,116.46,-5,0,0
101517,2028-02-26,2028-03-11,2028-03-01,1684,India,Net 45,8,3272.11,2245.4,B2,12,Cash,2,3,Pending,Match,423.24,-4,0,0
101518,2028-02-27,2028-03-12,2028-03-02,1129,UK,Net 30,7,24265.34,952.46,D4,12,Credit Card,3,7,Overdue,Match,-403.99,9,0,0
101519,2028-02-28,2028-03-13,2028-03-03,1410,India,Net 45,4,27000.86,1350.31,B2,5,Wire,2,9,Pending,Mismatch,3.03,-8,0,0
101520,2028-02-29,2028-03-14,2028-03-04,1094,USA,Net 60,4,8871.68,2676.58,A1,28,Wire,4,8,Paid,Match,-43.76,2,0,0
101521,2028-03-01,2028-03-15,2028-03-05,1626,India,Net 60,6,16461.27,4164.72,B2,5,Wire,3,25,Paid,Match,-89.79,-9,0,0
101522,2028-03-02,2028-03-16,2028-03-06,1754,USA,Net 45,6,22290.98,2015.18,B2,12,Credit Card,1,6,Pending,Match,335.59,-8,0,0
101523,2028-03-03,2028-03-17,2028-03-07,1931,China,Net 30,9,41743.88,3587.71,B2,5,Cash,3,1,Paid,Match,-119.35,2,0,0
101524,2028-03-04,2028-03-18,2028-03-08,1291,India,Net 30,5,46505.67,4384.65,C3,5,ACH,2,14,Pending,Match,-436.34,-2,0,0
101525,2028-03-05,2028-03-19,2028-03-09,1793,China,Net 60,8,31606.93,1089.34,X99,18,ACH,1,64,Paid,Mismatch,7626.17,8,1,1
101526,2028-03-06,2028-03-20,2028-03-10,1810,China,Net 45,5,20049.79,4037.89,A1,5,Credit Card,2,28,Pending,Mismatch,-457.26,7,1,0
101527,2028-03-07,2028-03-21,2028-03-11,1282,Germany,Net 45,2,13074.54,3789.44,D4,12,Credit Card,3,16,Pending,Match,-90.85,-6,0,0
101528,2028-03-08,2028-03-22,2028-03-12,1068,USA,Net 30,6,49115.69,1791.12,D4,5,Credit Card,1,4,Overdue,Match,218.41,-1,0,0
101529,2028-03-09,2028-03-23,2028-03-13,1659,UK,Net 30,9,49159.49,4947.7,A1,28,Credit Card,1,29,Paid,Match,-296.28,3,1,0
101530,2028-03-10,2028-03-24,2028-03-14,1010,USA,Net 30,3,46286.36,1320.24,C3,18,ACH,3,6,Overdue,Match,146.47,6,0,0
101531,2028-03-11,2028-03-25,2028-03-15,1253,UK,Net 45,1,39390.62,1281.47,B2,12,Cash,1,15,Pending,Match,187.09,-8,0,0
101532,2028-03-12,2028-03-26,2028-03-16,1841,USA,Net 30,1,16626.09,3863.57,C3,5,ACH,4,28,Overdue,Match,-244.8,-4,0,0
101533,2028-03-13,2028-03-27,2028-03-17,1871,China,Net 30,3,40941.52,2178.94,C3,28,Credit Card,1,22,Pending,Match,100.56,-2,0,0
101534,2028-03-14,2028-03-28,2028-03-18,1549,India,Net 60,5,20735.25,1660.67,X99,12,Wire,1,33,Paid,Mismatch,6469.86,-6,1,1
101535,2028-03-15,2028-03-29,2028-03-19,1133,India,Net 30,3,16675.27,901.53,D4,5,ACH,4,1,Paid,Match,-33.39,-7,0,0
101536,2028-03-16,2028-03-30,2028-03-20,1711,Germany,Net 30,9,37370.84,3829.01,B2,18,Wire,2,13,Paid,Match,-163.28,-8,0,0
101537,2028-03-17,2028-03-31,2028-03-21,1022,UK,Net 45,8,4442.87,3933.75,A1,5,Wire,2,27,Pending,Match,119.15,2,0,0
101538,2028-03-18,2028-04-01,2028-03-22,1814,UK,Net 45,3,2903.85,2837.15,B2,12,Credit Card,4,18,Overdue,Match,477.85,-2,0,0
101539,2028-03-19,2028-04-02,2028-03-23,1345,UK,Net 60,9,22673.71,4786.99,D4,12,ACH,1,18,Paid,Mismatch,-73.16,-4,0,0
101540,2028-03-20,2028-04-03,2028-03-24,1301,China,Net 30,6,22559.12,1597.63,C3,12,Cash,3,13,Pending,Match,-108.26,-3,0,0
101541,2028-03-21,2028-04-04,2028-03-25,1362,UK,Net 60,7,44834.39,1105.9,C3,28,ACH,4,22,Overdue,Match,-35.73,-1,0,0
101542,2028-03-22,2028-04-05,2028-03-26,1395,India,Net 45,4,6744.58,3390.56,B2,5,Cash,3,14,Pending,Match,-423.78,-10,0,0
101543,2028-03-23,2028-04-06,2028-03-27,1217,China,Net 60,4,6602.55,3794.46,A1,5,Cash,2,11,Pending,Match,53.16,9,0,0
101544,2028-03-24,2028-04-07,2028-03-28,1140,USA,Net 45,2,7798.9,1132.28,D4,5,Credit Card,4,7,Paid,Match,-171.3,-10,0,0
101545,2028-03-25,2028-04-08,2028-03-29,1615,UK,Net 60,5,1971.94,392.29,C3,18,Cash,3,18,Pending,Match,-378.58,8,0,0
101546,2028-03-26,2028-04-09,2028-03-30,1957,UK,Net 60,8,4050.72,4054.48,X99,28,ACH,1,88,Pending,Mismatch,5998.69,-9,1,1
101547,2028-03-27,2028-04-10,2028-03-31,1209,USA,Net 30,7,33163.56,4882.74,A1,28,ACH,4,22,Overdue,Match,-496.62,1,0,0
101548,2028-03-28,2028-04-11,2028-04-01,1984,UK,Net 60,7,21863.42,3226.91,A1,18,Wire,3,4,Paid,Match,-98.21,2,0,0
101549,2028-03-29,2028-04-12,2028-04-02,1992,USA,Net 30,6,38298.35,1396.56,C3,28,Cash,4,17,Pending,Match,-394.26,3,0,0
101550,2028-03-30,2028-04-13,2028-04-03,1622,China,Net 30,3,49633.59,4983.4,C3,18,Credit Card,4,19,Pending,Match,-475.71,-6,0,0
101551,2028-03-31,2028-04-14,2028-04-04,1615,India,Net 30,5,33122.22,4467.4,D4,12,Credit Card,2,14,Overdue,Match,324.48,-8,0,0
101552,2028-04-01,2028-04-15,2028-04-05,1827,USA,Net 30,1,2997.55,2571.77,A1,12,ACH,2,10,Pending,Match,416.25,6,0,0
101553,2028-04-02,2028-04-16,2028-04-06,1682,Germany,Net 60,7,5675.86,4128.35,D4,28,Cash,1,25,Pending,Match,-292.33,-10,0,0
101554,2028-04-03,2028-04-17,2028-04-07,1459,USA,Net 45,9,44109.7,4080.94,A1,12,Credit Card,2,29,Pending,Mismatch,39.3,3,0,0
101555,2028-04-04,2028-04-18,2028-04-08,1355,UK,Net 45,1,26611.05,4674.65,A1,12,Cash,2,6,Pending,Match,-222.04,-5,0,0
101556,2028-04-05,2028-04-19,2028-04-09,1323,China,Net 45,2,41329.44,4206.21,B2,12,Cash,2,18,Pending,Match,-6.42,6,0,0
101557,2028-04-06,2028-04-20,2028-04-10,1132,China,Net 60,3,42902.31,3221.96,C3,5,Wire,3,25,Overdue,Match,-63.37,-7,1,0
101558,2028-04-07,2028-04-21,2028-04-11,1887,USA,Net 30,3,46419.89,3050.43,A1,12,Credit Card,4,4,Pending,Match,-230.95,-5,1,0
101559,2028-04-08,2028-04-22,2028-04-12,1804,India,Net 45,8,47516.55,2342.11,D4,5,Wire,2,11,Pending,Mismatch,200.39,-10,0,0
101560,2028-04-09,2028-04-23,2028-04-13,1839,Germany,Net 60,7,27963.88,3136.16,C3,18,Credit Card,3,13,Pending,Match,-373.51,-2,0,0
101561,2028-04-10,2028-04-24,2028-04-14,1126,China,Net 30,6,17380.5,3978.13,D4,18,Cash,4,8,Pending,Match,-446.93,-7,0,0
101562,2028-04-11,2028-04-25,2028-04-15,1105,UK,Net 45,4,48112.31,4845.5,C3,18,Credit Card,2,10,Paid,Match,267.68,-2,0,0
101563,2028-04-12,2028-04-26,2028-04-16,1603,UK,Net 30,9,27596.62,2341.76,C3,18,ACH,2,23,Paid,Match,165.93,-2,0,0
101564,2028-04-13,2028-04-27,2028-04-17,1798,India,Net 45,1,3680.51,2872.53,A1,18,Cash,4,28,Paid,Match,-1.47,2,0,0
101565,2028-04-14,2028-04-28,2028-04-18,1377,China,Net 45,2,32317.44,2229.58,B2,12,Credit Card,3,11,Paid,Match,-32.21,6,0,0
101566,2028-04-15,2028-04-29,2028-04-19,1904,USA,Net 45,4,29590.4,3345.76,A1,12,Wire,3,3,Overdue,Match,-2.59,-8,0,0
101567,2028-04-16,2028-04-30,2028-04-20,1050,UK,Net 30,3,44841.75,3153.3,C3,12,Wire,1,15,Paid,Match,-62.98,-5,0,0
101568,2028-04-17,2028-05-01,2028-04-21,1028,India,Net 60,1,32832.77,98.99,X99,18,Cash,4,75,Overdue,Mismatch,7820.49,9,1,1
101569,2028-04-18,2028-05-02,2028-04-22,1461,China,Net 30,5,17778.1,2710.4,A1,18,Wire,1,20,Paid,Match,-0.31,4,0,0
101570,2028-04-19,2028-05-03,2028-04-23,1295,China,Net 45,7,48328.17,451.55,X99,5,Cash,3,81,Overdue,Mismatch,2644.33,3,1,1
101571,2028-04-20,2028-05-04,2028-04-24,1296,China,Net 30,2,40180.16,141.65,C3,28,Cash,2,27,Paid,Match,191.9,2,0,0
101572,2028-04-21,2028-05-05,2028-04-25,1725,China,Net 60,5,31705.67,3958.07,A1,12,Cash,1,21,Pending,Match,211.21,-2,0,0
101573,2028-04-22,2028-05-06,2028-04-26,1778,China,Net 30,6,14999.8,1300.66,X99,28,Credit Card,3,84,Paid,Mismatch,6941.46,4,1,1
101574,2028-04-23,2028-05-07,2028-04-27,1406,UK,Net 60,7,18990.24,1709.87,A1,18,Cash,3,29,Paid,Match,-86.46,3,0,0
101575,2028-04-24,2028-05-08,2028-04-28,1768,India,Net 60,1,33663.51,329.78,D4,18,Wire,2,24,Paid,Match,-126.3,-7,0,0
101576,2028-04-25,2028-05-09,2028-04-29,1813,China,Net 30,7,4063.05,905.71,X99,18,ACH,4,79,Pending,Mismatch,3574.9,0,1,1
101577,2028-04-26,2028-05-10,2028-04-30,1612,Germany,Net 45,4,13205.69,3830.37,D4,28,Credit Card,3,3,Overdue,Match,-46.65,-9,0,0
101578,2028-04-27,2028-05-11,2028-05-01,1404,Germany,Net 60,8,35838.1,2472.72,B2,5,Wire,1,1,Overdue,Match,389.6,5,0,0
101579,2028-04-28,2028-05-12,2028-05-02,1345,India,Net 30,4,24260.92,4404.54,D4,18,Cash,2,20,Pending,Match,196.36,8,0,0
101580,2028-04-29,2028-05-13,2028-05-03,1621,USA,Net 60,6,20418.48,1992.24,A1,5,Cash,4,25,Paid,Mismatch,398.66,5,0,0
101581,2028-04-30,2028-05-14,2028-05-04,1419,USA,Net 45,9,7997.15,1350.82,B2,5,ACH,4,16,Paid,Match,209.14,-4,0,0
101582,2028-05-01,2028-05-15,2028-05-05,1181,USA,Net 30,5,22371.53,1744.52,D4,12,Wire,4,9,Paid,Match,470.99,0,1,0
101583,2028-05-02,2028-05-16,2028-05-06,1982,Germany,Net 30,4,38649.25,3566.73,D4,28,Credit Card,3,17,Overdue,Match,135.74,1,0,0
101584,2028-05-03,2028-05-17,2028-05-07,1824,USA,Net 30,8,13568.64,2779.48,C3,18,Wire,4,27,Overdue,Match,463.55,-7,0,0
101585,2028-05-04,2028-05-18,2028-05-08,1000,UK,Net 45,9,767.23,4521.91,B2,5,Cash,3,16,Pending,Match,-341.83,5,0,0
101586,2028-05-05,2028-05-19,2028-05-09,1830,China,Net 60,4,33590.99,3014.82,C3,28,Credit Card,2,23,Pending,Match,-447.52,5,1,0
101587,2028-05-06,2028-05-20,2028-05-10,1949,Germany,Net 30,3,48645.02,2470.16,B2,28,Cash,2,6,Overdue,Match,79.13,-4,0,0
101588,2028-05-07,2028-05-21,2028-05-11,1566,India,Net 60,8,30537.91,3930.91,D4,18,Cash,4,23,Paid,Match,483.49,2,0,0
101589,2028-05-08,2028-05-22,2028-05-12,1370,India,Net 60,5,6436.13,4738.19,C3,12,Wire,2,7,Paid,Match,-82.39,-6,0,0
101590,2028-05-09,2028-05-23,2028-05-13,1935,China,Net 45,2,16376.29,1785.67,A1,12,ACH,1,24,Paid,Match,-287.96,-10,0,0
101591,2028-05-10,2028-05-24,2028-05-14,1910,Germany,Net 30,9,43448.26,1256.88,D4,5,Cash,1,16,Paid,Match,21.54,-6,0,0
101592,2028-05-11,2028-05-25,2028-05-15,1660,USA,Net 60,3,12012.12,3084.92,B2,12,Wire,3,8,Pending,Match,148.8,3,0,0
101593,2028-05-12,2028-05-26,2028-05-16,1430,USA,Net 30,2,30580.95,2499.38,B2,12,Credit Card,4,10,Pending,Match,-184.82,0,0,0
101594,2028-05-13,2028-05-27,2028-05-17,1968,UK,Net 30,1,20432.22,4946.04,C3,12,ACH,3,14,Overdue,Match,214.77,-9,1,0
101595,2028-05-14,2028-05-28,2028-05-18,1308,UK,Net 45,8,10788.26,2317.19,C3,28,Cash,2,11,Pending,Match,475.11,7,0,0
101596,2028-05-15,2028-05-29,2028-05-19,1136,USA,Net 30,3,40763.64,380.91,B2,18,Cash,4,2,Paid,Match,396.96,4,0,0
101597,2028-05-16,2028-05-30,2028-05-20,1201,India,Net 30,7,37270.15,4887.07,D4,28,Credit Card,3,12,Overdue,Match,-208.41,3,0,0
101598,2028-05-17,2028-05-31,2028-05-21,1435,India,Net 60,1,33248.76,4219.5,C3,28,Wire,4,28,Pending,Match,-173.28,2,0,0
101599,2028-05-18,2028-06-01,2028-05-22,1312,UK,Net 45,1,12198.66,899.47,A1,18,Cash,4,28,Pending,Match,-128.46,-9,0,0
101600,2028-05-19,2028-06-02,2028-05-23,1116,China,Net 30,9,5343.92,4523.98,X99,28,Credit Card,3,76,Pending,Mismatch,3646.17,8,1,1
101601,2028-05-20,2028-06-03,2028-05-24,1665,USA,Net 60,8,29019.89,1709.93,A1,5,Cash,4,20,Pending,Match,-399.68,-3,0,0
101602,2028-05-21,2028-06-04,2028-05-25,1936,UK,Net 45,3,27907.05,1891.79,B2,5,Wire,2,13,Pending,Match,261.96,6,0,0
101603,2028-05-22,2028-06-05,2028-05-26,1802,UK,Net 45,6,9825.06,4532.89,A1,28,ACH,1,15,Paid,Match,-134.66,4,0,0
101604,2028-05-23,2028-06-06,2028-05-27,1574,USA,Net 60,3,3284.21,2655.28,D4,12,Wire,1,27,Paid,Match,379.82,9,0,0
101605,2028-05-24,2028-06-07,2028-05-28,1243,USA,Net 60,4,4495.07,697.44,B2,28,Wire,4,26,Paid,Match,426.94,3,0,0
101606,2028-05-25,2028-06-08,2028-05-29,1536,India,Net 60,1,49642.16,1851.59,D4,12,Wire,1,12,Pending,Match,-475.57,-8,0,0
101607,2028-05-26,2028-06-09,2028-05-30,1601,China,Net 60,5,39287.4,3613.27,C3,28,Credit Card,4,13,Overdue,Match,488.5,6,0,0
101608,2028-05-27,2028-06-10,2028-05-31,1074,China,Net 60,1,46138.38,879.18,B2,5,Cash,3,8,Paid,Mismatch,210.02,-8,0,0
101609,2028-05-28,2028-06-11,2028-06-01,1805,USA,Net 30,1,10155.21,2955.25,D4,12,ACH,2,16,Paid,Match,20.39,2,0,0
101610,2028-05-29,2028-06-12,2028-06-02,1385,Germany,Net 30,7,48048.14,3479.42,A1,5,Credit Card,1,29,Pending,Match,-110.47,7,1,0
101611,2028-05-30,2028-06-13,2028-06-03,1902,UK,Net 45,6,7561.39,1725.83,D4,28,Wire,3,29,Overdue,Match,18.52,-10,0,0
101612,2028-05-31,2028-06-14,2028-06-04,1209,UK,Net 30,2,25699.55,3472.46,B2,18,ACH,2,3,Paid,Match,-175.38,-4,0,0
101613,2028-06-01,2028-06-15,2028-06-05,1474,USA,Net 30,2,41569.94,4422.19,D4,12,Wire,1,28,Paid,Match,122.69,-6,0,0
101614,2028-06-02,2028-06-16,2028-06-06,1417,Germany,Net 30,7,17815.27,2365.86,A1,12,Wire,1,29,Overdue,Match,-407.02,-9,0,0
101615,2028-06-03,2028-06-17,2028-06-07,1346,India,Net 60,1,21529.01,1920.72,A1,28,Wire,2,13,Pending,Match,121.12,6,0,0
101616,2028-06-04,2028-06-18,2028-06-08,1528,USA,Net 45,2,6845.16,1263.28,A1,28,ACH,3,12,Overdue,Match,-224.66,-1,0,0
101617,2028-06-05,2028-06-19,2028-06-09,1639,USA,Net 45,8,6584.63,3024.99,X99,12,Cash,3,83,Pending,Mismatch,8798.48,-7,1,1
101618,2028-06-06,2028-06-20,2028-06-10,1938,UK,Net 45,6,31168.63,4400.46,B2,18,Wire,1,29,Paid,Match,52.71,-2,0,0
101619,2028-06-07,2028-06-21,2028-06-11,1954,USA,Net 45,2,33938.85,1630.06,A1,28,Cash,2,2,Overdue,Match,78.45,0,0,0
101620,2028-06-08,2028-06-22,2028-06-12,1875,USA,Net 30,7,38977.96,1987.22,C3,28,ACH,3,1,Overdue,Match,-73.43,1,0,0
101621,2028-06-09,2028-06-23,2028-06-13,1762,USA,Net 30,4,28055.76,2039.06,A1,28,ACH,2,8,Paid,Match,-427.71,1,0,0
101622,2028-06-10,2028-06-24,2028-06-14,1178,UK,Net 60,2,32465.08,2808.45,D4,18,Wire,2,9,Paid,Match,393.34,7,0,0
101623,2028-06-11,2028-06-25,2028-06-15,1181,India,Net 45,6,1169.1,1149.76,B2,12,Cash,1,25,Pending,Match,111.43,-7,0,0
101624,2028-06-12,2028-06-26,2028-06-16,1663,India,Net 30,9,8527.45,4112.83,D4,5,Cash,2,27,Paid,Match,-384.29,-2,0,0
101625,2028-06-13,2028-06-27,2028-06-17,1024,USA,Net 30,9,49253.28,1485.06,C3,28,Wire,2,8,Paid,Match,10.93,-3,0,0
101626,2028-06-14,2028-06-28,2028-06-18,1966,UK,Net 60,8,4261.68,3529.76,D4,18,Credit Card,4,21,Overdue,Match,-2.75,8,0,0
101627,2028-06-15,2028-06-29,2028-06-19,1179,India,Net 60,3,34100.02,2570.95,D4,12,Credit Card,2,17,Pending,Match,-439.6,2,0,0
101628,2028-06-16,2028-06-30,2028-06-20,1709,India,Net 60,3,9216.09,2933.63,A1,12,ACH,3,9,Paid,Mismatch,106.86,-9,0,0
101629,2028-06-17,2028-07-01,2028-06-21,1500,India,Net 30,2,35977.57,906.25,D4,18,ACH,1,6,Overdue,Match,308.33,8,0,0
101630,2028-06-18,2028-07-02,2028-06-22,1855,UK,Net 30,5,35446.52,3677.77,A1,28,Credit Card,1,28,Paid,Match,249.01,3,0,0
101631,2028-06-19,2028-07-03,2028-06-23,1160,UK,Net 60,4,12092.85,951.22,A1,5,Credit Card,2,15,Paid,Match,-297.03,-6,0,0
101632,2028-06-20,2028-07-04,2028-06-24,1176,USA,Net 45,7,13846.9,576.23,B2,28,Credit Card,2,23,Paid,Match,362.29,-1,0,0
101633,2028-06-21,2028-07-05,2028-06-25,1284,China,Net 60,4,32911.15,2737.93,X99,12,Wire,3,68,Paid,Mismatch,4305.79,6,1,1
101634,2028-06-22,2028-07-06,2028-06-26,1062,India,Net 60,9,19809.26,3549.39,C3,5,Wire,4,13,Pending,Mismatch,446.51,9,0,0
101635,2028-06-23,2028-07-07,2028-06-27,1661,China,Net 60,2,10130.12,259.68,C3,28,Wire,1,21,Overdue,Mismatch,-428.25,5,0,0
101636,2028-06-24,2028-07-08,2028-06-28,1665,UK,Net 60,6,36718.14,356.28,A1,5,Wire,4,22,Overdue,Match,-13.79,6,0,0
101637,2028-06-25,2028-07-09,2028-06-29,1155,UK,Net 30,7,8130.3,4015.37,C3,18,Wire,3,12,Paid,Match,97.12,-10,0,0
101638,2028-06-26,2028-07-10,2028-06-30,1881,UK,Net 45,4,42854.36,4047.07,A1,28,Wire,1,13,Overdue,Mismatch,-252.35,4,0,0
101639,2028-06-27,2028-07-11,2028-07-01,1468,China,Net 60,6,25976.14,1234.07,B2,12,ACH,3,7,Paid,Match,271.38,6,0,0
101640,2028-06-28,2028-07-12,2028-07-02,1048,UK,Net 45,7,5732.18,3079.99,C3,12,Cash,2,23,Overdue,Match,126.9,0,1,0
101641,2028-06-29,2028-07-13,2028-07-03,1966,USA,Net 45,4,34856.58,2221.47,A1,5,ACH,3,18,Pending,Match,-481.89,-6,0,0
101642,2028-06-30,2028-07-14,2028-07-04,1848,UK,Net 45,8,26198.57,3167.15,C3,18,Cash,2,14,Pending,Match,108.37,-7,0,0
101643,2028-07-01,2028-07-15,2028-07-05,1083,Germany,Net 60,9,15253.85,4315.77,C3,28,ACH,4,11,Overdue,Match,-8.52,-2,0,0
101644,2028-07-02,2028-07-16,2028-07-06,1360,China,Net 30,1,21415.7,408.48,B2,18,ACH,1,28,Paid,Match,-303.97,5,0,0
101645,2028-07-03,2028-07-17,2028-07-07,1688,Germany,Net 60,7,15267.72,3892.14,D4,18,Wire,1,14,Paid,Match,495.75,1,0,0
101646,2028-07-04,2028-07-18,2028-07-08,1147,UK,Net 45,9,13519.78,2470.22,C3,5,Wire,4,17,Paid,Match,397.16,7,0,0
101647,2028-07-05,2028-07-19,2028-07-09,1629,USA,Net 45,5,8598.62,2824.99,B2,5,Cash,2,24,Paid,Match,-207.49,-8,0,0
101648,2028-07-06,2028-07-20,2028-07-10,1341,India,Net 30,2,18456.97,3273.12,C3,28,Cash,1,21,Pending,Match,41.07,4,0,0
101649,2028-07-07,2028-07-21,2028-07-11,1475,UK,Net 60,6,12923.87,4613.89,C3,12,Wire,3,26,Paid,Match,-183.5,7,0,0
101650,2028-07-08,2028-07-22,2028-07-12,1062,USA,Net 45,7,34330.01,293.03,C3,28,ACH,2,2,Paid,Match,275.5,1,0,0
101651,2028-07-09,2028-07-23,2028-07-13,1700,China,Net 30,2,34351.9,157.09,C3,18,Cash,1,19,Paid,Match,430.33,2,0,0
